2.282540138244629,20.82
2.259989979171753,31.06
2.236590668106079,39.45
2.211316442489624,47.13
2.1835018585205077,55.67
2.1523346965789796,60.95
2.1159373832702637,64.91
2.073754389190674,68.57
2.0245603088378905,70.68
1.9663471715927123,71.71
1.897939984703064,71.95
1.818645517349243,72.33
1.7276253313064576,73.07
1.6262174772262574,74.28
1.5171170112609864,75.62
1.4025286008834839,76.25
1.2866501163482666,77.56
1.1748218227386475,78.57
1.072230608844757,79.22
0.9806904614448547,81.08
0.8989256992340088,81.91
0.8303577523231507,83.18
0.7717376194953919,83.28
0.7210495785713196,83.84
0.6800632720947266,84.66
0.6420468185901642,85.27
0.611403633928299,85.2
0.5827310296535492,85.86
0.5598628590583802,86.08
0.5397828402996063,86.43
0.5183433858394623,86.78
0.5011839780330658,87.43
0.4846588227748871,87.62
0.4710406031131744,87.89
0.45948674001693723,88.06
0.4467176959991455,88.29
0.4378439410209656,88.3
0.4282979321956635,88.56
0.41793504524230957,88.61
0.41163808369636534,88.87
0.4025988574028015,89.11
0.39737635006904604,89.11
0.38838848130702974,89.17
0.3821408925771713,89.27
0.3762925859451294,89.65
0.3703382320165634,89.76
0.3655048204898834,89.79
0.3593800861597061,90.12
0.3537369016170502,90.17
0.3508903698205948,90.27
0.346299836230278,90.16
0.34071981267929075,90.32
0.33603600981235504,90.66
0.3338270513057709,90.38
0.32986123907566073,90.79
0.32507972524166107,90.77
0.3213256019115448,90.96
0.31797497789859774,91.03
0.3157252044200897,90.7
0.3103534383535385,91.06
0.3101135944128037,90.91
0.3065046616792679,91.29
0.3022080038785934,91.23
0.29914957246780394,91.39
0.29840726311206817,91.24
0.2955566695690155,91.41
0.29097386083602905,91.71
0.28804347707033157,91.68
0.2844212935686111,91.85
0.28438580696582794,91.68
0.2808496728420258,91.97
0.27814890209436416,91.92
0.2771418356895447,92.09
0.27478716378211976,92.26
0.2714296425819397,92.23
0.27079054403305053,92.26
0.2674697127819061,92.24
0.2665352973103523,92.3
0.26343559062480926,92.36
0.2610046247839928,92.48
0.260464889895916,92.54
0.2583038420677185,92.59
0.2546277385830879,92.72
0.2535005551457405,92.78
0.2532458407998085,92.7
0.24912182117700576,92.74
0.24788316451311113,92.81
0.2464370167016983,92.86
0.2435784354329109,93.09
0.24254964666366577,92.94
0.24065717825889588,93.15
0.2397061742901802,93.08
0.23777378898859025,93.09
0.2361433141350746,93.14
0.23419704159498214,93.19
0.2327664158344269,93.29
0.2310495343565941,93.48
0.22885864599943162,93.49
0.22760455813407898,93.4
0.22636307320594787,93.47
